"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","MEX","Mexico","2016","2016",4.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","MEX","Mexico","2017","2017",4.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","MEX","Mexico","2018","2018",4.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","MEX","Mexico","2019","2019",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","MEX","Mexico","2020","2020",6.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1990","1990",20,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1991","1991",18.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1992","1992",16.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1993","1993",16.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1994","1994",14.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1995","1995",15.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1996","1996",15.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1997","1997",13.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1998","1998",14.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","1999","1999",14.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2000","2000",14.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2001","2001",14.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2002","2002",12.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2003","2003",11.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2004","2004",9.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2005","2005",9.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2006","2006",8.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2007","2007",7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2008","2008",6.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2009","2009",6.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2010","2010",5.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2011","2011",4.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2012","2012",5.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2013","2013",6.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2014","2014",4.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2015","2015",4.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2016","2016",4.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2017","2017",3.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2018","2018",3.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2019","2019",3.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NLD","Netherlands","2020","2020",3.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2000","2000",29.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2001","2001",27.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2002","2002",29,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2003","2003",32.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2004","2004",29.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2005","2005",16,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2006","2006",7.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2007","2007",11,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2008","2008",10.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2009","2009",10.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2010","2010",11.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2011","2011",6.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2012","2012",9.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2013","2013",8.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2014","2014",8.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2015","2015",6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2016","2016",6.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2017","2017",7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2018","2018",8.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NZL","New Zealand","2019","2019",6.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2000","2000",2.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2001","2001",2.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2002","2002",2.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2003","2003",2.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2004","2004",2.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2005","2005",2.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2006","2006",2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2007","2007",1.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2008","2008",1.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2009","2009",1.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2010","2010",1.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2011","2011",15.2,"B","Break"
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2012","2012",14.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2013","2013",15,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2014","2014",14.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2015","2015",15.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2016","2016",15.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2017","2017",15.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2018","2018",15.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2019","2019",15.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2020","2020",15.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","NOR","Norway","2021","2021",16.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2003","2003",12.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2004","2004",11.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2005","2005",18.9,"B","Break"
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2006","2006",17.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2007","2007",17.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2008","2008",20.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2009","2009",21,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2010","2010",21.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2011","2011",20.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2012","2012",19.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2013","2013",19.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2014","2014",19.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2015","2015",21.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2016","2016",19.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2017","2017",20.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2018","2018",21,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2019","2019",21.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","POL","Poland","2020","2020",22,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","1995","1995",11.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","1996","1996",12,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","1997","1997",12.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","1998","1998",11.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","1999","1999",11.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2000","2000",11.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2001","2001",11.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2002","2002",11.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2003","2003",11.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2004","2004",11.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2005","2005",12.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2006","2006",11.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2007","2007",11.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2008","2008",13.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2009","2009",12.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2010","2010",12.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2011","2011",12.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2012","2012",12.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2013","2013",12,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2014","2014",13.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2015","2015",12.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2018","2018",13.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2019","2019",13.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","PRT","Portugal","2020","2020",15.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2000","2000",31.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2001","2001",30.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2002","2002",29,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2003","2003",29.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2004","2004",31.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2005","2005",30.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2006","2006",30,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2008","2008",26.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2009","2009",28,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2010","2010",28,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2011","2011",27.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2012","2012",28.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2014","2014",26.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2015","2015",27.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2016","2016",26.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2017","2017",26.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2018","2018",26.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2019","2019",26.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SVK","Slovak Republic","2020","2020",28.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1990","1990",43.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1991","1991",38.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1992","1992",55.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1993","1993",39.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1994","1994",33,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1995","1995",31,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1996","1996",24.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1997","1997",24.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1998","1998",24.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","1999","1999",33.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2000","2000",20.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2001","2001",12.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2002","2002",12.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2003","2003",13,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2004","2004",11.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2005","2005",11.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2006","2006",11.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2007","2007",12.2,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2008","2008",12.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2009","2009",12.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2010","2010",12.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2011","2011",12.1,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2012","2012",12.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2013","2013",12.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2014","2014",12.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2015","2015",12.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2016","2016",16.9,"B","Break"
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2017","2017",18.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2018","2018",23.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2019","2019",25.9,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","ESP","Spain","2020","2020",30.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2000","2000",4.8,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2001","2001",4.7,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2002","2002",4.6,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2003","2003",4.4,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2004","2004",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2005","2005",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2006","2006",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2007","2007",4.3,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2008","2008",4.5,,
"DUREA502","Mental and behavioural disorders due to alcohol","JOUPERNB","Days","SWE","Sweden","2009","2009",4.1,,
